酷安|com.coolapk.market
好豆|com.haodou.recipe
蘑菇街|com.mogujie
东方财富|com.eastmoney.android.berlin
应用备份和还原|mobi.infolife.appbackup
百度新闻|com.baidu.news
穷游|com.qyer.android.jinnang
索爱桌面:Xperia Home|com.sonyericsson.home
BeautyPlus|com.commsource.beautyplus
PIP Camera|com.pipcamera.activity
Autodesk SketchBook|com.adsk.sketchbook
慢慢买比价购物助手|com.manmanbuy.bijia
战网手机安全令国际版|com.blizzard.bma
NIKE+ Running 国际版|com.nike.plusgps
极路由|com.hiwifi
何时|bos.consoar.countdown
斐讯路由|com.phicomm.cloud.soho.router
遥控精灵play版|com.tiqiaa.remote
猎聘|com.lietou.mishu
知米背单词|cn.edu.zjicm.wordsnet_d
讯飞语记|com.iflytek.vflynote
奥维互动地图|com.ovital.ovitalMap
搜狗号码通|com.sg.sledog
抬手唤醒 - 解锁一气呵成|com.kongzue.wakeup
番茄土豆|com.pomotodo
锤子图标|com.frowhy.smartisan
不做手机控|com.pl.getaway.getaway
联想日历|com.lenovo.calendar
倒数日|com.clover.daysmatter
同程旅游-特价门票.旅行机票.酒店|com.tongcheng.android
MYOTee脸萌（拼出你的卡通头像）|com.miantan.myoface
百度输入法 for pad|com.baidu.padinput
新长大助手|com.yangtzeu
悦跑圈|co.runner.app
Peel万能遥控器|tv.peel.app
流量银行|com.flowbank.wo
滴滴车主|com.sdu.didi.gsui
用药助手|cn.dxy.medicinehelper
智能锁屏 - SmileSoft                                                         (有抬手,通知亮屏等唤醒功能)|com.SmileIDE.SmartLock
完事儿|com.ywwynm.everythingdone
图解电影|com.wzm.moviepic
YohoBuy有货|com.yoho
潮汐|io.moreless.tide
乐动力|cn.ledongli.ldl
馒头地球|ooo.oxo.apps.earth
乐视体育|com.lesports.glivesports
百度钱包|com.baidu.wallet
微众银行|com.webank.wemoney
超级计算器|com.youdao.calculator
Microsoft Edge|com.microsoft.emmx
Polaris Office + PDF|com.infraware.office.link
个人所得税|cn.gov.tax.its
网上厨房-美食菜谱|cn.ecook
果壳精选|com.guokr.android
51万年历|com.youloft.calendar
Nokia Evolve+图标包|com.wanmonstar.nokiaevolveplus
FxCamera特效相机|ymst.android.fxcamera
聚美优品-时尚特卖商城|com.jm.android.jumei
掌上穿越火线|com.tencent.qt.sns
火山小视频|com.ss.android.ugc.live
滑稽图标包|kh.android.funnyiconpack
HERE WeGo|com.here.app.maps
懒人天气|com.easylife.weather
太平洋电脑网|cn.com.pconline.android.browser
奇妙清单|com.wunderkinder.wunderlistandroid
花粉俱乐部|com.huawei.fans
氢相机|com.oneplus.camera
百度阅读|com.baidu.yuedu
八戒助手2|com.dahuo.sunflower.assistant.gestures
录屏大师|com.screeclibinvoke
轻文轻小说|in.iqing.app
二维码扫描|mark.qrcode
海词词典|cn.dict.android.pro
京东到家|com.jingdong.pdj
Uber优步中国|com.didi.echo
强力监测:Powerful Monitor|com.glgjing.marvel
APUS|com.apusapps.launcher
绿茶浏览器|com.lenovo.browser
APK编辑器|zhao.apkmodifier
考研帮|com.tal.kaoyan
生活日历|me.iweek.rili
强力清理|com.glgjing.hawkeye
多玩饭盒|com.duowan.lolbox
随身乐队|com.gamestar.pianoperfect
纯纯打码 - 让打码也能赏心悦目|me.drakeet.puremosaic
凤凰视频|com.ifeng.newvideo
Win10安卓桌面|com.xpping.windows10
易到|com.yongche.android
LBE加速大师|com.lbe.security.prime
Sunmiconpack图标包|com.by_zen.sunmiconpack
百度浏览器国际版:Baidu Browser|com.baidu.browser.inter
极简汇率|com.tratao.xcurrency
时光相册|tc.everphoto
炼妖壶（Island）|com.oasisfeng.island
ES任务管理器|com.estrongs.android.taskmanager
旅法师营地|com.gonlan.iplaymtg
Socialife|com.sony.nfx.app.sfrc
娱票儿|com.tencent.movieticket
网速指示计|me.zheteng.android.powerstatus
氢桌面|net.oneplus.h2launcher
浦发信用卡|com.spdbccc.app
小影-微视频DIY神器|com.quvideo.xiaoying
爱奇艺视频HD|com.qiyi.video.pad
凯立德导航|cld.navi.mainframe
HTC 时钟|com.htc.android.worldclock
Xperia乐享汇:Xperia™ LOUNGE|com.sonyericsson.xhs
5sing原创音乐|com.sing.client
手机性能排行|com.nasoft.socmark
腾讯自选股（腾讯官方炒股软件）|com.tencent.portfolio
京东阅读|com.jingdong.app.reader
壁虎数据恢复|mobi.bihu.recovery
岁寒输入法|com.suihan.version3
漫画台|com.comic.manhuatai
百姓网|com.quanleimu.activity
一加桌面|net.oneplus.launcher
腾讯翻译君|com.qb.qtranslator
理理相册|com.btows.photo
CAD快速看图|com.glodon.drawingexplorer
HTC Dot View|com.htc.dotmatrix
小米省钱购|com.xiaomi.o2o
必应bing|com.microsoft.bing
知到|com.able.wisdomtree
抽屉新热榜|com.gozap.chouti
动动计步器|cc.pacer.androidapp
人脸解锁 - SmileSoft|com.smile.facelock
Outlook.com|com.outlook.Z7
咪咕音乐|cmccwm.mobilemusic
巧影|com.nexstreaming.app.kinemasterfree
Flyme画板|com.meizu.media.painter
炉石传说掌游宝|com.anzogame.hs
HTC 任务|com.htc.task
谷歌服务FC修复工具|com.goplaycn.gappsrepair
360家庭防火墙|com.qihoo.srouter.n300
腾讯课堂|com.tencent.edu
智能证件照|com.leqi.idpicture
XyKey|com.naxy.xykey
极简桌面|com.jeejen.family
网极SWF播放器|com.webgenie.swf.play
乐同步|com.lenovo.leos.cloud.sync
TP-LINK|com.tplink.cloudrouter
迅雷快鸟|com.xunlei.vip.swjsq
小书亭|com.qihoo.haosou.subscribe.vertical.book
酷安装:无root自动安装|com.coolapk.autoinstaller
Android控制中心|com.litesuits.control
辣品|com.ruanmei.lapin
天天快报-腾讯兴趣阅读平台|com.tencent.reading
沪江小D词典|com.hujiang.dict
暴风魔镜Pro|com.baofeng.mj
系统软件卸载|cn.ifreedomer.com.softmanager
听伴|com.itings.myradio
好轻|com.yunmai.scale
HTC天气|com.htc.Weather
Adobe Lightroom mobile|com.adobe.lrmobile
微锁屏|com.vlocker.locker
Smalite图标包|com.sjk.smaliteiconpack
快读免费小说|com.freereader.kankan
诗鲸|me.javayhu.poetry
百度日文输入法(simeji)|com.adamrocker.android.input.simeji
Opera Mini|com.opera.mini.native
优联WiFi|com.pingan.pinganwifi
美图GIF|com.mt.mtgif
华住酒店|com.htinns
Qpay|com.wokee.qpay
企鹅FM-听小说相声情感音乐|com.tencent.radio
心悦俱乐部|com.tencent.tgclub
Gif助手|com.didikee.gifparser
锤子阅读|com.smartisan.reader
华为运动健康|com.huawei.health
工银融e联|com.icbc.im
陆金所|com.lufax.android
Flyme便签|com.meizu.notepaper
会话微件|com.example.raccoon.dialogwidget
广发信用卡发现精彩|com.cs_credit_bank
lineicons图标包2|com.crazypig321.lineicons2
抱抱|cn.myhug.baobao
360流量卫士|com.qihoo.vpnmaster
彭博商业周刊|cn.com.modernmedia.businessweek
AndroVid|com.androvidpro
平行空间(原双开大师)国际版|com.lbe.parallel.intl
360美化桌面（home）|com.qihoo360.ilauncher
GO省电|com.gau.go.launcherex.gowidget.gopowermaster
8684地铁|cn.chinabus.metro.main
第二空间 - 保护你的小秘密|com.hld.anzenbokusu
读读日报|com.zhihu.circlely.android
窝牛装修|com.lingduo.acorn
百度百科|com.baidu.baike
水印|com.yaerin.watermark
乐词－新东方背单词|com.xdf.recite
足记|cc.fotoplace.app
豆丁书房|com.docin.zlibrary.ui.android
账号本子|com.wei.account
爱听4G|com.imusic.iting
Snapmod - 带壳截图|cn.gavinliu.snapmod
Fotor照片编辑器|com.everimaging.photoeffectstudio
IN|com.jiuyan.infashion
8684火车|cn.lieche.main
推酷|com.tuicool.activity
山东移动|com.xwtec.sd.mobileclient
简悬浮 Pro|com.bs.smarttouchpro
Clipboard Plus|cn.cyt.clipboardplus
自如|com.ziroom.ziroomcustomer
蜡笔同步|com.gozap.labi.android
锤子日历|com.smartisan.calendar
OnePlus Pro|l.o
最最日语|com.voltmemo.xz_cidao
巴士管家|com.chebada
网易将军令|com.netease.mkey
网易有钱记账|com.netease.moneykeeper
CM桌面|com.ksmobile.launcher
一直播|tv.xiaoka.live
有券助手|com.youquan.helper
ZEALER|com.zealer.app
拉卡拉|com.lakala.android
PlayMemories Mobile|com.sony.playmemories.mobile
手机加速神器|cn.am321.android.am321
分身大师|com.qihoo.magic
坏坏猫搜索|com.hhmss.verticalsearch
FastMiui|com.fox.miui
Memrise|com.memrise.android.memrisecompanion
和通讯录|com.chinamobile.contacts.im
生日管家|com.octinn.birthdayplus
南方航空|com.csair.mbp
简拼|cn.poco.jane
Xperia Transfer Mobile|com.sonymobile.xperiatransfermobile
多看阅读HD|com.duokan.hdreader
Xperia日历|com.sonymobile.calendar
西窗烛|com.hustzp.com.xichuangzhu
收趣|com.shouqu.bookmarklife
电池管家|com.glgjing.thor
煎蛋|com.danielstudio.app.wowtu
天天看|com.tiantiankan.ttkvod
搜狗阅读|com.sogou.novel
美妆相机|com.meitu.makeup
河南移动手机营业厅|com.xinhang.mobileclient
好好住|com.hzhu.m
拓词-上瘾背单词|com.towords
网易火车票|com.netease.railwayticket
BlackPlayer|com.kodarkooperativet.blackplayerfree
小妖精美化|com.xjlmh.classic
水表助手|info.papdt.express.helper
火猫直播|com.huomaotv.mobile
简洁·日历|com.jjrili.app
电视家|com.dianshijia.tvlive
QQ音乐HD|com.tencent.qqmusicpad
ASMR|com.lbrvan.asmr
一加便签|com.oneplus.note
换机助手-同步传输|com.tencent.transfer
网极SWF & Flash播放器 - 支持Android 8.0|com.webgenie.swfplay2
俯卧撑教练:Push Ups pro|com.northpark.pushups
平安金管家|com.pingan.lifeinsurance
FitTime|com.rjfittime.app
思维简图|com.taguage.whatson.easymindmap
超级清理加速|com.ccmt.supercleaner
GTasks日程管理|org.dayup.gtask
滚动截图|me.pkhope.longscreenshot
花瓣|com.huaban.android
途虎养车|cn.TuHu.android
Launcher Lab|com.gtp.launcherlab
HUAWEI Mobile WiFi 2|com.huawei.mw
遥控专家酷控|com.kookong.app
最美锁屏|com.zuimeia.suite.lockscreen
初页|com.cloud7.firstpage
WakeUp课程表|com.suda.yzune.wakeupschedule
可编程科学计算器:Scientific Calculator Plus|com.cyzapps.AnMath
飞鸽传书官方版|com.netfeige
简单搜索|com.baidu.searchcraft
一加搬家|com.oneplus.backuprestore
测速大师|com.syezon.lab.networkspeed
Big Font (改变系统字体大小)|com.a0soft.gphone.bfont
爱看4G|com.telecom.video.ikan4g
形色|cn.danatech.xingseapp
必应输入法|com.bingime.ime
美丽说|com.meilishuo
机器人9号（QQ微信聊天机器人）|robot9.robot.deified.com.robot9
图凌|com.chan.cwallpaper
极相机|com.jb.zcamera
POCO桌面|com.mi.android.globallauncher
轻桌面|net.ohrz.lightlauncher
Toucher Pro|com.gau.go.toucherpro
防蹭网大师|com.fcwds.wifiprotect
太平洋汽车网|cn.com.pcauto.android.browser
魅族便签|com.meizu.notes
好游快爆|com.xmcy.hykb
抢手|com.chongdingdahui.app
即刻运动|com.fittimellc.fittime
MTK Mode|com.cpf.mtkmode
AreYouBatteryOk (电池损耗检测)|moe.johnny.areyouok
随手写|com.fiistudio.fiinote
36氪|com.android36kr.app
随身天气|com.sscwap
咪咕视频|com.cmcc.cmvideo
潮自拍|com.meitu.wheecam
广州地铁官方APP|com.infothinker.gzmetro
章鱼TV|com.zhangyu
文件管理|com.oneplus.filemanager
WPS邮箱|com.kingsoft.email
知乎极速版|com.zhihu.android.lite
懂车帝|com.ss.android.auto
华为钱包|com.huawei.wallet
凡客诚品 VANCL|com.vancl.activity
3D播播VR|com.bobo.splayer
微光|com.qingqi.dianbo
Screen投屏|com.tav.screen
护眼宝|protect.eye
待办事项:Microsoft To-Do|com.microsoft.todos
金太阳手机炒股|com.guosen.android
面包猎人|com.breadtrip
开发者助手|com.toshiba_dealin.developerhelper
腾讯游戏管家-王者荣耀|com.tencent.gamestick
Timi时光记账|com.talicai.timiclient
地下城与勇士DNF掌游宝|com.anzogame.game
章鱼输入法|com.komoxo.octopusime
一起沃|com.unicom.yiqiwo
坐车网(公交查询地铁)|com.ourlinc
时间轮盘|com.suda.datetimewallpaper
华为主题 XIN EMUI8.0|cn.coldsong.xin2
预览图标包|com.scrymile.iconpack.yulan
CSDN|net.csdn.csdnplus
图虫|com.ss.android.tuchong
优美图|me.topit.TopAndroid2
小米小说|com.duokan.fiction
界面新闻-500位CEO的强力推荐|com.jiemian.news
咕咚翻译|name.gudong.translate
超卓文件管理器|com.chaozhuo.filemanager
券妈妈优惠券|com.android.app.quanmama
一键锁屏|com.mokee.lockscreen
华尔街见闻|com.wallstreetcn.news
英语 ✓|com.zjp.translateit
斗鱼HD|com.douyu.hd.air.douyutv
讯飞有声|com.iflytek.readassistant
爱帮公交|com.aibang.abbus.bus
索尼商城|com.sony.store.china
NFC Tools|cc.metapro.nfc
出国翻译官|com.qicai.translate
Ticwear助手|com.mobvoi.companion
小熊油耗|com.firebear.androil
广发手机银行|com.cgbchina.xpt
新浪体育|cn.com.sina.sports
神州专车|com.szzc.ucar.pilot
阿里云|com.alibaba.aliyun
印象|cn.poco.interphoto2
微店店长版|com.koudai.weishop
丁香园|cn.dxy.idxyer
X Home Bar|com.lagache.sylvain.xhomebar
民生银行|cn.com.cmbc.mbank
礼物说|com.liwushuo.gifttalk
WiFi Service|com.jhj.dev.wifi
手机克隆|com.hicloud.android.clone
非Root版微信自动回复|com.example.asus.lghwxautoreply
快点投屏|com.wukongtv.wkcast
屏幕录像|dev.nick.app.screencast
猫耳FM|cn.missevan
局域网精灵|com.xchat.stevenzack.langenius
按摩棒|com.github.xiaofei_dev.vibrator
搜书王|com.soushuwang.book
盒马|com.wudaokou.hippo
爱范儿|com.ifanr.activitys
Next Lock Screen|com.microsoft.next
轻松护眼|com.netease.protecteyes
WPS便签|cn.wps.note
优衣库|com.yek.android.uniqlo
录音宝|com.iflytek.recinbox
美食杰家常菜谱大全|com.jesson.meishi
闪传|cn.andouya
豆瓣一刻|com.douban.daily
四川移动掌上营业厅|com.sunrise.scmbhc
氢风-Substratum主题|cn.luojuly.HSTYLES
HTC涂鸦板:HTC Scribble|com.htc.lucy
折腾六块腹肌|com.runtastic.android.sixpack.lite
K歌达人|com.app.hero.ui
兼职猫|all.parttimeguidesystem
薄荷健康|com.boohee.one
天天基金|com.eastmoney.android.fund
10086|zz.dela.cmcc.traffic
蜗牛睡眠|com.seblong.idream
旗鱼浏览器|com.ruanmei.qiyubrowser
凤凰FM|com.ifeng.fhdt
舒心录 - 永不割舍回忆备忘录|com.myatejx.sakernote
Fitbit|com.fitbit.FitbitMobile
蒸汽帮 for Steam|com.happyteam.steambang
极邮邮箱|cn.jadenine.himail
沙发管家|com.shafa.market
Passport - 安全干净的密码管理器|cn.ifengge.passport
天翼视讯电视视频播放器|com.telecom.video
首旅如家|com.ziipin.homeinn
PP体育|com.pplive.androidphone.sport
企查查企业信用查询|com.android.icredit
猎豹备份大师:Backup Master|com.ijinshan.backupmaster
闪烁保护|org.js.oledsaver
谁叫我起床|com.jianjian.clock.activity
哔哩哔哩漫画|com.bilibili.comic
W3Cschool编程学院|cn.w3cschool.app
场库|vmovier.com.activity
LawnchairQa启动器|ch.deletescape.lawnchair.qa
锤子时钟|com.smartisan.clock
节操精选|com.jiecao.news.jiecaonews
花田|com.netease.huatian
luckincoffee|com.lucky.luckyclient
陶猫-Eternal TF一键领取王者荣耀 斗破苍穹 全军出击 QQ飞车活动 成长值一键领取|com.mengtaowangluo
Aeroblast图标包|com.markusslugia.iconpack.aeroblast
瓜子二手车|com.ganji.android.haoche_c
iWeekly|com.rakutec.android.iweekly
神州租车|com.szzc
QQ桌面|com.tencent.qqlauncher
唯乐|com.yf.smart.weloopx.dist
顺丰优选|com.sfbest.mapp
新版中日交流标准日本语|com.PEP.biaori
bilibili link|com.bilibili.bilibililive
兴业银行|com.cib.cibmb
Zone悬浮球|com.mixiaoxiao.touchassistant
扇贝英语|com.shanbay.sentence
Nature图标包|com.nature.iconpack
口袋购物|com.geili.koudai
趣头条|com.jifen.qukan
MBA智库|com.mbalib.android.wiki
汽车违章查询|cn.mucang.kaka.android
民生银行手机银行|cn.com.cmbc.newmbank
一闪|com.blink.academy.onetake
Mistiness 弥散 图标包|person.cjy.iconpack.mistiness
Blurone创作毛玻璃壁纸&iPhone X效果dock栏|com.nexdev.blurone
种子习惯|com.idothing.zz
幕布|com.mubu.app
BestMe自拍相机|com.rcplatform.selfiecamera
ENJOY|com.ricebook.highgarden
电影天堂|com.bzh.dytt
黑洞 隐藏/冻结|com.hld.apurikakusu
百度输入法小米V6版|com.baidu.input_miv6
ApkCrack|zhao.apkcrack
盖得排行|com.icloudoor.bizranking
腾讯桌面|com.tencent.launcher
简单读书|com.example.txtreader
成语词典|org.hisand.android.chengyu
安卓清理大师:360 Clean Droid|com.qihoo.cleandroid
微信锁|com.apkol.lockwechat
人民日报|com.peopledailychina.activity
点心桌面|com.dianxinos.dxhome
联想文件管家|com.lenovo.FileBrowser
黄历万年历|com.when.wannianli
中国天气|com.hf
沃钱包|com.unicom.wopay
上海移动掌上营业厅|com.sh.cm.busihall
CAD看图王|com.gstarmc.android
荟萃浏览器|cn.uujian.browser
华硕路由器|com.asus.aihome
Microsoft Remote Desktop Beta|com.microsoft.rdc.android.beta
菠萝包轻小说|com.sfacg
智能公交|com.edcsc.wbus
牛客|com.nowcoder.app.florida
qq清理|com.cleanerforqq
360行车记录仪|com.qihoo.dr
小米社区|com.xiaomi.bbs
永安行|com.ibike.publicbicycle.activity
顺历|oms.mmc.fortunetelling.gmpay.almanac2
记助|com.pybeta.daymatter
小米违章查询|cn.mucang.xiaomi.android
测网速|com.uusense.speed
老司机|com.feng.car
好大夫在线|com.haodf.android
Next ZUK - ZUK工具箱|cn.bavelee.next.zukbox
护眼宝精简版|protect.eye.filterv
魅族社区|com.meizu.flyme.flymebbs
开心网|com.kaixin001.activity
魅族商城|com.meizu.store
咚漫|com.naver.linewebtoon.cn
开卷有益|com.kingreader.framework.hd
中国国航|com.rytong.airchina
掌上NBA|net.joydao.nba.live
欢乐书客|com.kuangxiang.novel
极客学院|com.jikexueyuan.geekacademy
中国银行缤纷生活|com.forms
完美钢琴|com.gamestar.perfectpiano
快否|com.af.benchaf
开源中国|net.oschina.app
全局负一屏|com.example.xf.negativeonescreen.pro
Sony  Headphones Connect|com.sony.songpal.mdr
Nike Training Club|com.nike.ntc
电池校准|com.zhanhong.batterycalibration
二柄|com.diershoubing.erbing
X分身|com.godinsec.godinsec_private_space
上海交通卡|com.jiuyu.sptcc.cordova
音频工具箱|com.playwfd.avtools
网速指示器|com.coderchoy.netspeed
民萌|com.PhantomSix.animedb
爬小说|cc.aoeiuv020.panovel
优购时尚商城|com.yougou
漫画喵|com.manhuamiao.activity
海报工厂|com.meitu.poster
绿色音乐|com.yuanwofei.music
AVL Pro|com.antiy.avlpro
果壳相机|com.geak.camera
企鹅体育|com.tencent.tv.qie
货拉拉|com.lalamove.huolala.client
机核|me.tangke.gamecores
盖特|com.souget.get
广西移动和掌桂|com.sinovatech.gxmobile.ui
玩美相机|com.cyberlink.youperfect
世纪佳缘|com.jiayuan
MediBangPaint|com.medibang.android.paint.tablet
小寻书|com.hue.xiaofindbook
蝰蛇音效驱动挂载器|me.llun.v4amounter
See微博客户端|com.caij.see
左右手|com.liuyx.myblechat
果壳轻系统GEAK OS|com.geak.mobile
快速打开活动|com.zncm.dminter.mmhelper
Photoshop Mix图片融合|com.adobe.photoshopmix
阳光惠生活|com.ebank.creditcard
薄荷记账|melandru.lonicera
